From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Term Node Num (From),Term Node Name (From),Term Node Num (To),Term Node Name (To),In Service,Metered,Winding 1 Side,Controlled Bus,Controlled Bus Side,Controlled Node Number,Controlled Bus Section,Tap Positions,Control Mode,Auto Adjust,Winding I/O Code,Impedance I/O Code,Admittance I/O Code,Specified R (pu or watts),Specified X (pu),RATE1 (MVA),RATE2 (MVA),RATE3 (MVA),Magnetizing G (pu or watts),Magnetizing B (pu),Owner 1,Fraction 1,Owner 2,Fraction 2,Owner 3,Fraction 3,Owner 4,Fraction 4,Winding  MVA Base,Wnd 1 Ratio  (pu or kV),Wnd 1 Nominal kV,Wnd 1 Angle (degrees),Wnd 2 Ratio  (pu or kV),Wnd 2 Nominal kV,"Rmax (pu, kV, deg)","Rmin (pu, kV, deg)","Vmax (pu, Mvar, MW)","Vmin (pu, Mvar, MW)",Wnd Connect Angle (deg),Load Drop Comp R (pu),Load Drop Comp X (pu),Impedance table,R (table corrected pu or watts),X (table corrected pu),Vector Group,Edit Vector Group,Connection Code,Edit Connection Code,Leakage impedance I/O code,Grounding impedance I/O code,RG1,XG1,R01 (pu),X01 (pu),RG2,XG2,R02 (pu),X02 (pu),RNutrl,XNutrl,RATE4 (MVA),RATE5 (MVA),RATE6 (MVA),RATE7 (MVA),RATE8 (MVA),RATE9 (MVA),RATE10 (MVA),RATE11 (MVA),RATE12 (MVA),Zbase,R (ohm),X (ohm)
69935,L3_TERM30   13.000,69945,L3_TERMSGT3 0.4150,0,COVE2 SGT3 E,,,,,1,1,1,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),1.34938,24.9636,0.2,0.2,0.2,0.00001,-0.00005,1,1,0,1,0,1,0,1,0.2,1,13,30,1,0.415,1,1,1.1,0.9,0,0,0,0,1.34938,24.9636,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,2.5,24.8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,2112.5,21019.1215
69946,L3_TERMSGT4 0.4150,70512,L3C_TERM40  13.000,0,COVE2 SGT4 E,,,,,1,0,0,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.143857,2.66136,1.9,1.9,1.9,0.00001,-0.00049,1,1,0,1,0,1,0,1,1.88,1,13,30,1,0.415,1,1,1.1,0.9,0,0,0,0,0.14386,2.66136,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.26652,2.65189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091609043,0.024415642,0.242937104
69987,L3_WARW11   132.00,69988,L3_WARW31   33.000,1,T53B,,,,,1,1,1,69988,0,0,69988,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011,0.26,117,117,117,0,0,1,1,0,1,0,1,0,1,117,0.966,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.011,0.26,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.1452,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0,32.912
69987,L3_WARW11   132.00,69988,L3_WARW31   33.000,3,T53C,,,,,1,1,1,69988,0,0,69988,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011013,0.25333,78,78,78,0,-0.00069,1,1,0,1,0,1,0,1,78,0.966,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.01101,0.25333,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.06944,0,0,0.2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.3846154,0,48.00535385
69987,L3_WARW11   132.00,69988,L3_WARW31   33.000,T5,T53A,,,,,1,1,1,69988,0,0,69988,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011103,0.25233,78,78,78,0,-0.00083,1,1,0,1,0,1,0,1,78,0.966,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.0111,0.25233,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.1452,0,0,0.2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.3846154,0,47.916
69987,L3_WARW11   132.00,69989,L3_WARW51   11.000,T5,T53D,,,,,1,1,1,69989,0,0,69989,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.026,0.7579,1730.3,1730.3,1730.3,0,-0.00302,1,1,0,1,0,1,0,1,39,0.966,132,0,1,11,1.17,0.66,1.02,0.98,0,0,0,0,0.026,0.7579,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.06887,0.6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.7692308,30.76899692,287.8087385
69987,L3_WARW11   132.00,69990,L3_WARW52   11.000,T5,T53E,,,,,1,1,1,69990,0,0,69990,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.026308,0.760599,1730.3,1730.3,1730.3,0,-0.00344,1,1,0,1,0,1,0,1,39,0.983,132,0,1,11,1.17,0.66,1.02,0.98,0,0,0,0,0.02631,0.7606,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.06887,0.6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.7692308,30.76899692,288.8363077
69987,L3_WARW11   132.00,69991,L3_WARW53   11.000,T5,T53F,,,,,1,1,1,69991,0,0,69991,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.026103,0.7582,1730.3,1730.3,1730.3,0,-0.00379,1,1,0,1,0,1,0,1,39,0.983,132,0,1,11,1.17,0.66,1.02,0.98,0,0,0,0,0.0261,0.7582,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.06887,0.6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.7692308,30.76899692,287.9427692
69992,L3_WHIT11   132.00,69994,L3_WHIT31   33.000,T5,T500,,,,,1,1,1,69994,0,0,69994,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011564,0.257,117,117,117,0,-0.00162,1,1,0,1,0,1,0,1,117,0.966,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.01156,0.257,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.06944,0,0,0.21845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0,32.53224615
69993,L3_WHIT12   132.00,69994,L3_WHIT31   33.000,T5,T501,,,,,1,1,1,69994,0,0,69994,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.01147,0.26,117,117,117,0,-0.00162,1,1,0,1,0,1,0,1,117,0.966,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.01147,0.26,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.06944,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0,32.912
70058,L5_BENT11   132.00,70061,L5_BENT5A   11.000,T4,T4CL,,,,,1,1,1,70061,0,0,70061,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0112,0.4708,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.017,132,30,1,11,1.221,0.711,1.02,0.98,0,0,0,0,0.0112,0.4708,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00952,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.764608,5041.344
70062,L5_BOTN11   132.00,70066,L5_BOTN31   33.000,T4,T43F,,,,,1,1,1,70066,0,0,70066,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.005933,0.261889,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1,132,30,1,33,1.2822,0.7842,1.02,0.98,0,0,0,0,0.00593,0.26189,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.23567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0,45.625712
70062,L5_BOTN11   132.00,70068,L5_BOTN51   11.000,T4,T43E,,,,,1,1,1,70068,0,0,70068,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0306,0.693328,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1,132,0,1,11,1.249,0.751,1.02,0.98,0,0,0,0,0.0306,0.69333,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,0,580219.2
70063,L5_BOTN12   132.00,70066,L5_BOTN31   33.000,T4,T43K,,,,,1,1,1,70066,0,0,70066,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.007783,0.340999,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,132,30,1,33,1.1992,0.7012,1.02,0.98,0,0,0,0,0.00778,0.341,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,99.0264
70063,L5_BOTN12   132.00,70069,L5_BOTN52   11.000,T4,T43J,,,,,1,1,1,70069,0,0,70069,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0168,0.790001,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1,132,0,1,11,1.2822,0.7842,1.02,0.98,0,0,0,0,0.0168,0.79,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,0,580219.2
70066,L5_BOTN31   33.000,70070,L5_BOTN53   11.000,T4,T43L,,,,,1,1,1,70070,0,0,70070,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.04879,1.08387,19,19,19,0,0,1,1,0,1,0,1,0,1,19,0.9863,33,-30,1,11,1.137,0.726,1.02,0.98,0,0,0,0,0.04879,1.08387,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,15.74,0.99172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.31578947,902.1505263,56.84121474
70071,L5_BURS11   132.00,70073,L5_BURS51   11.000,T4,T42Y,,,,,1,1,1,70073,0,0,70073,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011033,0.383029,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,132,0,1,11,1.2158,0.7178,1.02,0.98,0,0,0,0,0.01103,0.38303,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0,0.13907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,40.385928
70071,L5_BURS11   132.00,70074,L5_BURS52   11.000,T4,T42X,,,,,1,1,1,70074,0,0,70074,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.010733,0.386539,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,132,0,1,11,1.249,0.751,1.02,0.98,0,0,0,0,0.01073,0.38654,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0,0.06985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,20.28444
70077,L5_BURT11   132.00,70080,L5_BURT31   33.000,1,T551,,,,,1,1,1,70080,0,0,70080,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.00435,0.22162,117,117,117,0,-0.00264,1,1,0,1,0,1,0,1,117,1,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.00435,0.22162,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.13889,0,0.00435,0.19946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0.647815385,29.70419692
70077,L5_BURT11   132.00,70080,L5_BURT31   33.000,T5,T550,,,,,1,1,1,70080,0,0,70080,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004333,0.22007,117,117,117,0,-0.00264,1,1,0,1,0,1,0,1,117,1,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.00433,0.22007,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.13889,0,0.00433,0.19806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0.644836923,29.49570462
70082,L5_BUTS11   132.00,70084,L5_BUTS31   33.000,T5,T55A,,,,,1,1,1,70084,0,0,70084,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003239,0.1309,1730.3,1730.3,1730.3,0,0,1,1,0,1,0,1,0,1,117,1,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.00324,0.1309,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00324,0.1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0.482510769,18.12393846
70083,L5_BUTS12   132.00,70084,L5_BUTS31   33.000,T5,T55B,,,,,1,1,1,70084,0,0,70084,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003239,0.1308,1730.3,1730.3,1730.3,0,0,1,1,0,1,0,1,0,1,117,1,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.00324,0.1308,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00324,0.1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0.482510769,18.10904615
70085,L5_CANN11   132.00,70088,L5_CANN51   11.000,T4,T4DC,,,,,1,1,1,70088,0,0,70088,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.010833,0.373169,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,132,30,1,11,1.221,0.711,1.02,0.98,0,0,0,0,0.01083,0.37317,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.43467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,126.228168
70086,L5_CANN12   132.00,70089,L5_CANN52   11.000,T4,T4DD,,,,,1,1,1,70089,0,0,70089,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.010833,0.3715,60,60,60,0,0,1,1,0,1,0,1,0,1,60,0.983,132,30,1,11,1.255,0.745,1.02,0.98,0,0,0,0,0.01083,0.3715,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,126.64344
70086,L5_CANN12   132.00,70490,L5_TERM_T4D 11.000,T4,T4DR,,,,,1,1,1,70094,0,0,70094,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.010283,0.456171,60,60,60,0,0,1,1,0,1,0,1,0,1,60,0.966,132,30,1,11,1.221,0.711,1.02,0.98,0,0,0,0,0.01028,0.45617,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,169.5936
70098,L5_CELL4_M1 400.00,70099,L5_CELL85   7.9000,W5,CELL4 SCT 5,,,,,0,1,1,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003995,0.0799,170,170,170,0.0007,-0.00155,1,1,0,1,0,1,0,1,170,1,400,30,1,7.9,1,1,1.1,0.9,0,0,0,0,0.004,0.0799,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.002,0.07998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.1764706,1.882352941,75.27529412
70098,L5_CELL4_M1 400.00,70100,L5_CELL86   7.9000,W5,CELL4 SCT 6,,,,,0,1,1,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003995,0.0799,170,170,170,0.0007,-0.00155,1,1,0,1,0,1,0,1,170,1,400,30,1,7.9,1,1,1.1,0.9,0,0,0,0,0.004,0.0799,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.002,0.07998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.1764706,1.882352941,75.27529412
70101,L5_COPP11   132.00,70103,L5_COPP31   33.000,T4,T4LF,,,,,1,1,1,70103,0,0,70103,19,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0136,0.321666,30,30,30,0,0,1,1,0,1,0,1,0,1,30,0.9833,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0136,0.32167,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0116,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,6.73728,167.8512
70105,L5_CREW12   132.00,70106,L5_CREW31   33.000,T4,T4LC,,,,,1,1,1,70106,0,0,70106,19,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.012,0.3,60,60,60,0,0,1,1,0,1,0,1,0,1,60,0.9833,132,30,1,33,1.1002,0.7996,1.02,0.98,0,0,0,0,0.012,0.3,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0102,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.96208,74.052
70105,L5_CREW12   132.00,70107,L5_CREW32   33.000,T4,T4LD,,,,,1,1,1,70107,0,0,70107,19,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.01325,0.3312,60,60,60,0,0,1,1,0,1,0,1,0,1,60,0.9833,132,30,1,33,1.1002,0.7996,1.02,0.98,0,0,0,0,0.01325,0.3312,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01127,0.2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,3.272808,81.7476
70105,L5_CREW12   132.00,70108,L5_CREW33   33.000,T4,T4LE,,,,,1,1,1,70108,0,0,70108,19,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.012,0.3,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,132,30,1,33,1.1002,0.7996,1.02,0.98,0,0,0,0,0.012,0.3,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0102,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.96208,74.052
70110,L5_DERB11   132.00,70112,L5_DERB31   33.000,T5,T52B,,,,,1,1,1,70112,0,0,70112,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011402,0.252,117,117,117,0,-0.00315,1,1,0,1,0,1,0,1,117,1,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.0114,0.252,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.06944,0,0,0.2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0,31.89932308
70111,L5_DERB12   132.00,70112,L5_DERB31   33.000,T5,T52A,,,,,1,1,1,70112,0,0,70112,19,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011573,0.25641,117,117,117,0,-0.00236,1,1,0,1,0,1,0,1,117,1,132,30,1,33,1.102,0.796,1.02,0.98,0,0,0,0,0.01157,0.25641,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.06944,0,0,0.21795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0,32.45778462
70117,L5_DERS11   132.00,70120,L5_DERS31   33.000,T4,T441,,,,,1,1,1,70120,0,0,70120,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004897,0.2102,117,117,117,0,-0.00265,1,1,0,1,0,1,0,1,117,0.983,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.0049,0.2102,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.10445,0,0.0049,0.1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0.729723077,29.66547692
70118,L5_DERS12   132.00,70120,L5_DERS31   33.000,T4,T442,,,,,1,1,1,70120,0,0,70120,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004897,0.2098,117,117,117,0,-0.00265,1,1,0,1,0,1,0,1,117,0.983,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.0049,0.2098,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.10445,0,0.0049,0.1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,0.729723077,29.59101538
70119,L5_DERS13   132.00,70120,L5_DERS31   33.000,T4,T440,,,,,1,1,1,70120,0,0,70120,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.008295,0.2167,17318.3,17318.3,17318.3,0,-0.00177,1,1,0,1,0,1,0,1,78,0.983,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.00829,0.2167,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.10445,0,0,0.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.3846154,0,41.01341538
70119,L5_DERS13   132.00,70188,L5_RRGT51   11.000,T5,T53G,,,,,1,1,1,70188,0,0,70188,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.005,0.06976,17318.3,17318.3,17318.3,0,0,1,1,0,1,0,1,0,1,78,1.013,132,0,1,11,1.13,0.87,1.02,0.98,0,0,0,0,0.005,0.06976,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0,0.17038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.3846154,0,38.06027077
70126,L5_DERW8S   11.500,70206,L5_SPON11   132.00,U4,U483,,,,,1,0,0,0,0,0,,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.007664,0.242744,450,450,450,0,0,1,1,0,1,0,1,0,1,45,1,138,30,1,11.5,1.05,0.85,1.01,0.99,0,0,0,0,0.00766,0.24274,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00737,0.22959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938888889,0.021659611,0.6747395
70136,L5_FOBR11   132.00,70137,L5_FOBR31   33.000,1,T403,,,,,1,1,1,70137,0,0,70137,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004044,0.145,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1,132,30,1,33,1.1992,0.7012,1.02,0.98,0,0,0,0,0.00404,0.145,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0,25.2648
70136,L5_FOBR11   132.00,70137,L5_FOBR31   33.000,T4,T402,,,,,1,1,1,70137,0,0,70137,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004044,0.14478,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1,132,30,1,33,1.1992,0.7012,1.02,0.98,0,0,0,0,0.00404,0.14478,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0,25.22608
70138,L5_GRES11   132.00,70140,L5_GRES31   33.000,T5,T556,,,,,1,1,1,70140,0,0,70140,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004239,0.249,117,117,117,0,-0.0032,1,1,0,1,0,1,0,1,117,0.983,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.00424,0.249,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.13889,0,0.0083,0.2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,1.236061538,34.29698462
70139,L5_GRES12   132.00,70140,L5_GRES31   33.000,T5,T557,,,,,1,1,1,70140,0,0,70140,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004103,0.2473,117,117,117,0,-0.0024,1,1,0,1,0,1,0,1,117,0.983,132,30,1,33,1.17,0.66,1.02,0.98,0,0,0,0,0.0041,0.2473,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0.13889,0,0.0073,0.2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9230769,1.087138462,34.52036923
70141,L5_HAWW11   132.00,70142,L5_HAWW51   11.000,T4,T4KC,,,,,1,1,1,70142,0,0,70142,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.016667,0.75866,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1,132,0,1,11,1.182,0.902,1.02,0.98,0,0,0,0,0.01667,0.75866,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,18.75,6.49997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,10890,3775.182576
70141,L5_HAWW11   132.00,70143,L5_HAWW52   11.000,T4,T4KD,,,,,1,1,1,70143,0,0,70143,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0305,0.6973,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.017,132,0,1,11,1.17,0.66,1.02,0.98,0,0,0,0,0.0305,0.6973,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,21.27,4.94002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,12353.616,2869.163616
70141,L5_HAWW11   132.00,70144,L5_HAWW53   11.000,T4,T4KH,,,,,1,1,1,70144,0,0,70144,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.015967,0.755301,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1,132,0,1,11,1.182,0.902,1.02,0.98,0,0,0,0,0.01597,0.7553,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,18.75,6.49997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,10890,3775.182576
70147,L5_IRON1_M1 132.00,601362,L5_IRON32   33.000,T4,GRID 3,,,,,1,1,1,601362,0,0,601362,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.005667,0.1658,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.017,132,-30,1,33,1.204,0.694,1.05,0.95,0,0,0,0,0.00567,0.1658,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,45.82512
70148,L5_IRON1_M2 132.00,70150,L5_IRON31   33.000,T4,GRID 2,,,,,1,1,1,70150,0,0,70150,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.005667,0.1667,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.017,132,-30,1,33,1.204,0.694,1.02,0.98,0,0,0,0,0.00567,0.1667,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0,45.3024
